name,split,category,sub-category,Oneshot-Multi,freesound-id,url,username,original-tags,description
00099.wav,train,Material-Interaction,PencilWriting,Multi-shot,551557,https://freesound.org/people/Joao_Janz/sounds/551557/,Joao_Janz,"book, brush, close, cover, drawing, foley, hand, laying, open, pack, paper, pen, sideways, slide, sliding, sound, tap, tapping, thick, thin, turn, upright, writing",The recordings found in this foley pack are all original recordings made by myself and they are intended for free public use to help content creators with their commercial or non-commercial projects. They are not intended for redistribution and misappropriation with monetary gain in mind. Microphones used: - Rode M5 Stereo Pair Processing applied: - Minimal Low-freq. filtering - Denoising where necessary These recordings were made with the best of intentions and with the limited resources so do not expect professional studio recorded foley. Thank you and enjoy!
00100.wav,train,Click,KeyboardTyping,Multi-shot,561100,https://freesound.org/people/Sorinious_Genious/sounds/561100/,Sorinious_Genious,"click, finger, fingertips, keyboard, laptop, mac, macbook, rubbing, touchpanel","Hands using a laptop (for internet research, clicking and rubbing). Have fun."
00101.wav,train,Human,Breath,Multi-shot,594608,https://freesound.org/people/TshepangNcwane_200253/sounds/594608/,TshepangNcwane_200253,"breath, breathing, deep, slow",slow breathing
00102.wav,train,Footstep,Walk,Multi-shot,647286,https://freesound.org/people/Geoff-Bremner-Audio/sounds/647286/,Geoff-Bremner-Audio,"boot, click, clunk, feet, floor, foot, footstep, hardwood, jump, shoe, step, walk, wood","The sound of boots walking, running, jumping on wood Use this for whatever you want, for free. Feel free to credit me if you feel compelled to. Find me here: <a href=""https://geoffreybremner.wixsite.com/gbaudio"" rel=""nofollow"">https://geoffreybremner.wixsite.com/gbaudio</a> Extra credit: Alex Tavera"
00103.wav,train,Metal,BulletDrop,Multi-shot,777990,https://freesound.org/people/BlondPanda/sounds/777990/,BlondPanda,"bullet, casing, foley, gun, hit, impact, metal, metallic, shell, surface","From a recording of 9mm blank casings dropped onto a few different hard surfaces., Recorded, edited, cleaned and rendered using Reaper, with a Sennheiser MKE600 mic into an EVO8 interface., Exported at 48kHz, 24Bit"
00104.wav,train,Liquid,Faucet,Multi-shot,206169,https://freesound.org/people/ahill86/sounds/206169/,ahill86,"drip, pour, sink, tap, water","Dripping Kitchen tap. ----------- These sounds are part of the Compose with Sounds Kitchen Soundpack. Compose with Sounds is a software program for young composers (and composers of all ages) who would like to learn how to compose with sounds, and not focus on the traditional manner of music making with notes. Compose with Sounds is available free of charge. It runs on Mac OSx (from 10.6), Windows XP and Windows 7. For more information and to download the software visit: <a href=""http://cws.dmu.ac.uk/EN/1"" rel=""nofollow"">http://cws.dmu.ac.uk/EN/1</a>"
00105.wav,train,Material-Interaction,Magazine,One-shot,552473,https://freesound.org/people/Joao_Janz/sounds/552473/,Joao_Janz,"book, brush, close, cover, drawing, foley, hand, laying, open, pack, paper, pen, sideways, slide, sliding, sound, tap, tapping, thick, thin, turn, upright, writing",The recordings found in this foley pack are all original recordings made by myself and they are intended for free public use to help content creators with their commercial or non-commercial projects. They are not intended for redistribution and misappropriation with monetary gain in mind. Microphones used: - Rode M5 Stereo Pair Processing applied: - Minimal Low-freq. filtering - Denoising where necessary These recordings were made with the best of intentions and with the limited resources so do not expect professional studio recorded foley. Thank you and enjoy!
00106.wav,train,Material-Interaction,VelcroRip,Multi-shot,166783,https://freesound.org/people/ondrosik/sounds/166783/,ondrosik,"noise, shoes, velcro-fastener",Sound of velcroFastener. I tryed record various noises with it. Recorded with Zoom H1 internal mic.
00107.wav,train,Human,EatDrink,Multi-shot,364924,https://freesound.org/people/Rudmer_Rotteveel/sounds/364924/,Rudmer_Rotteveel,"bite, chew, chewing, chomp, closed, crispy, crunch, eat, eating, food, human, mouth, munch, nomnom, snack, sound","Eating a cracker with my mouth closed. I have another sound where I eat a cracker with my mouth open. Recorded with a Tascam DR-05 Linear PCM recorder. CC0, so no hassle with giving credit."
00108.wav,train,Footstep,Walk,Multi-shot,529343,https://freesound.org/s/529343/,PappaBert,"abstract, authentic, footsteps, indoor, plastic, strange, walking, weird",Walking on plastic sheet. Recorded with ZOOM H1
00109.wav,train,Material-Interaction,ZipperZip,Multi-shot,388477,https://freesound.org/people/bbrocer/sounds/388477/,bbrocer,"case, coat, jacket, unzip, unzipping, zip, zipper, zipping",Unzip and zipping a small zipper on a case.
00110.wav,train,Open/Close-Mechanism,DoorOpenClose,One-shot,268585,https://freesound.org/s/268585/,aDeadArmadillo,"action, close, door, effect","After searching the web for a decent open/close wooden door sfx I decided I would record my own for my school project. But why stop there? Why not share on the web, I asked myself. So here it is! Used an Edirol 24 bit 96kHz .WAV/.MP3 recorder."
00111.wav,train,Metal,CoinJingle,Multi-shot,485739,https://freesound.org/people/SpaceJoe/sounds/485740/,SpaceJoe,"buy, coin, coins, ding, drop, dropping, falling, finance, metal, money, move, pay, payment, shop, spin, spinning",Coin spinning
00112.wav,train,Human,Slurping,Multi-shot,674116,https://freesound.org/people/Goremu/sounds/674116/,Goremu,"empty-cup, slurping, straw",This is the sound of slurping a straw from an empty cup.
00113.wav,train,Break/Drop,GlassBreak,One-shot,375118,https://freesound.org/people/sgossner/sounds/375118/,sgossner,"glass_break, miscellania, one-shot","One-shot from Versilian Studios Chamber Orchestra 2: Community Edition sampling project.<br>CO 2: CE is a 3,000-sample public-domain orchestral sample library designed to give composers and producers the tools they need to create realistic and compelling orchestral mockups. To learn more or make a commercial contribution to help keep the project alive, please visit <a href =""http://vis.versilstudios.net/vsco-community.html"" target=""_blank"">http://vis.versilstudios.net/vsco-community.html</a>.<br><br>Original filename: glass_break4.wav<br>Instrument family: Miscellania<br>Instrument: glass_break<br>Location: Durham, CT<br>Room type: Outdoors<br>Microphone: Samson C03U<br>Performer: Sam Gossner<br>"
00114.wav,train,Material-Interaction,ZipperZip,Multi-shot,548473,https://freesound.org/people/Dienamyte/sounds/548473/,Dienamyte,"unzip, zip, zipper",A hard zipper sound my guitar case makes. You can hear me unziping it and ziping it back up.
00115.wav,train,Footstep,Walk,Multi-shot,677720,https://freesound.org/people/AugustSandberg/sounds/677720/,AugustSandberg,"crack, crunch, feet, foley, foot, footstep, freeze, frost, gravel, ice, snow, step, trail, walk","Walking in crunchy, icy snow along the side of a tarmack road. Recorded in stereo 24 bit 96 kHz with the internal mics on a Sony M10 with windjammer. Please use this sound for whatever you want, completely free, no restrictions. Although I really appreciate a comment if you use my sound for something interesting. Always fun to hear where my recordings end up :)"
00116.wav,train,Footstep,Walk,Multi-shot,582202,https://freesound.org/people/Noted451/sounds/582202/,Noted451,"floor, footstep, shoes, stepping, step, walk, wood, wood-floor",Stepping on wood floor at different speeds. Mostly walking and a slight jog. The soles of the shoes were a hard rubber and dressier in appearance. (Sorry if you hear my fire alarm chirp in the background. I need to change the battery...)
00117.wav,train,Human,Fart,Multi-shot,650666,https://freesound.org/people/frenkfurth/sounds/650666/,frenkfurth,"bath, bathroom, closet, drop, dropping, dung, fart, farting, gas, haha, huh, lol, man, movement, poop, shit, smell, stink, toilet, wc, wet",First person Farts made by myself
00118.wav,train,Footstep,Walk,Multi-shot,705738,https://freesound.org/people/felix.blume/sounds/705738/,felix.blume,"dirt, footstep, gravel, pathway, separated, slow, sneakers, step, walk","Footsteps walking with sneakers on dirt gravel pathway, slow separated steps Sound recorded by a MS setup Schoeps CCM41+CCM8 Sound Devices 788T recorder with CL8 Sound reference: KT_120915T014 Recorded in September 2012 in California"
00119.wav,train,Break/Drop,MetalDrop,Multi-shot,460467,https://freesound.org/people/cupido-1/sounds/460467/,cupido-1,"carpet, ceramic, down, floor, hammer, iron, put, wood","hammer put down on wood floor, ceramic floor and carpet"
00120.wav,train,Break/Drop,IceBreak,Multi-shot,785104,https://freesound.org/people/Vrymaa/sounds/785104/,Vrymaa,"camping, climbing, cold, dig, feet, foot, footstep, freeze, frost, glass, ice, lake, mountain, mountaineering, mountains, outdoors, pickaxe, snow, step, tent, walk, winter","Breaking a thin layer of ice with my boots. * No background noise. * No reverb nor echo. * Clean sound, close range. Recorded with Iphone or Thomann micro t.bone SC 420."
00121.wav,train,Click,Knock,Multi-shot,544266,https://freesound.org/s/544266/,sadlyshoe,"box, bump, foley, knock, knocking, scratch, wood",two wooden boxes being knocked together. recorded with a TASCAM DR-07 mk2. unprocessed.
00122.wav,train,Human,Snore,Multi-shot,432996,https://freesound.org/people/mattyharm/sounds/432996/,mattyharm,"bed, breathing, heavy, honk, male-snore, male-snores, male-snoring, man-snores, man-snoring, nose, sleep, sleeping, sleeping-male, sleeping-man, snore, snores, snoring","Part of a pack of various male snoring sounds, recorded in 48kHz / 24 bit mono with an SE Electronics VR-1 ribbon mic, denoised and gated to get rid of minor studio sounds, and converted to stereo .wav on bounce."
00123.wav,train,Clothing,ClothRubbing,Multi-shot,389688,https://freesound.org/people/Shamewap/sounds/389688/,Shamewap,"cloth, fabric, movement, rustle, rustling, shuffle",Clothes shuffling together.
00124.wav,train,Break/Drop,BoneBreak,Multi-shot,499206,https://freesound.org/people/16GVanekP/sounds/499206/,16GVanekP,"bones, horror, kill, murder",Enojoy
00125.wav,train,Break/Drop,GlassBreak,One-shot,173619,https://freesound.org/people/gevaroy/sounds/173619/,gevaroy,"break, breaking-glass, indoor, window",Windows being broken with various objects. Also includes scratching.
00126.wav,train,Break/Drop,IceBreak,Multi-shot,263912,https://freesound.org/people/JarredGibb/sounds/263912/,JarredGibb,"break, cold, crack, foot, footstep, freeze, frost, frozen, gibb, ice, jarred, snow, sound, step, walk, winter",Ice 3 - Slow Derived From a Wildtrack whilst recording some ambiences - Jarred Gibb
00127.wav,train,Material-Interaction,PlasticRubbing,Multi-shot,757116,https://freesound.org/people/jcdeegs123/sounds/757116/,jcdeegs123,"crinkle, crinkling, crumple, crumpling, crush, crushing, plastic, plastics, ripping, squeeze, squeezing",Some old plastic wrapper I had in my bag being crumpled and crinkled.
00128.wav,train,Liquid,Shower,One-shot,728901,https://freesound.org/people/TomaszBuga/sounds/728901/,TomaszBuga,"pouring, shower, water",96kHz/24-bit captured on Zoom H6 with built-in X/Y microphones.
00129.wav,train,Open/Close-Mechanism,DrawerOpenClose,One-shot,452612,https://freesound.org/people/kyles/sounds/452612/,kyles,"close, drawer, junk, open, wood",drawer wood of junk open close rattle.wav
00130.wav,train,Human,EatDrink,Multi-shot,803389,https://freesound.org/people/guidofm/sounds/803389/,guidofm,"bag, bite, bites, crunch, crunchy, effects, foley, food, handling, macadamia, nuts, plastic, postproduction, rustle, snack, sound, texture",This is one of the several freebie items of my Random Foley | Vol.2 | Crunchy Bites pack. Check out the full version on my Bandcamp profile: <a href="https://cinematis.bandcamp.com/album/random-foley-vol-2-crunchy-bites" rel="nofollow">https://cinematis.bandcamp.com/album/random-foley-vol-2-crunchy-bites</a>
00131.wav,train,Liquid,Shower,Multi-shot,390652,https://freesound.org/people/iut_Paris8/sounds/390652/,iut_Paris8,"bath, shower, water",This sound is record of the flowing water under a shower.
00132.wav,train,Human,EatDrink,Multi-shot,723606,https://freesound.org/people/R1nkata/sounds/723606/,R1nkata,"apple, bite, chewing, crunch, eating, food, fruit, munching",The fourth clip of a recording of me eating an apple. I used a SHURE SM58 microphone with a pop filter connected to an SSL 2 USB Audio Interface to record. I used Audacity to edit the recording with Normalization and Noise Reduction. Feel free to use! :)
00133.wav,train,Footstep,Walk,Multi-shot,234017,https://freesound.org/people/rivernile7/sounds/234017/,rivernile7,"footstep, heels, high, shoe, tile, walk, women",Recorded this with My sister while she was walking with her high heels! Enhoy!
00134.wav,train,Click,SwitchToggle,Multi-shot,531565,https://freesound.org/people/patchytherat/sounds/531565/,patchytherat,"click, lamp, light, light-cord, light-switch, off, pull-switch, switch, switches, switching",turning on and off a light with a pull light switch
00135.wav,train,Liquid,LiquidShaking,Multi-shot,235625,https://freesound.org/people/vmgraw/sounds/235625/,vmgraw,"bottle, container, plastic, sloshing, small, small-plastic-bottle, water, water-sloshing",Water sloshing in a small plastic bottle.
00136.wav,train,Material-Interaction,ZipperZip,Multi-shot,256404,https://freesound.org/people/Kodack/sounds/256404/,Kodack,"bag, close, closing, coat, jacket, open, opening, sipping, sound, unzip, zip, zipper",some various sounds i recorded of opening and closing a zipper on a bag Recorded with Sony HDR PJ260V then edited using Audacity
00137.wav,train,Material-Interaction,VelcroRip,One-shot,607262,https://freesound.org/people/AdrianoAnjos/sounds/607262/,AdrianoAnjos,"pulling, ripped, ripping, strap, tron, velcro",Velcro sound recorded on a zoom h5
00138.wav,train,Break/Drop,MetalDrop,Multi-shot,548244,https://freesound.org/people/cyoung510/sounds/548244/,cyoung510,"can, can-tin, cement, drop, floor",A metal can dropped on a cement floor
